system:index,deforestationHistogram 2000-2010,deforestationHistogram 2000-2018,deforestationHistogram 2010-2018,forestHistogram 2000,forestHistogram 2010,forestHistogram 2018,plotID,reforestationHistogram 2000-2010,reforestationHistogram 2000-2018,reforestationHistogram 2010-2018,.geo
00000000000000000277,"{type=[[0.0, 879.8901960784316], [1.0, 11.0]]}","{type=[[0.0, 836.8901960784315], [1.0, 54.0]]}","{type=[[0.0, 847.8901960784315], [1.0, 43.0]]}","{type=[[0.0, 26.92549019607843], [1.0, 863.964705882353]]}","{type=[[0.0, 37.925490196078435], [1.0, 852.964705882353]]}","{type=[[0.0, 80.92549019607844], [1.0, 809.964705882353]]}",518154159,"{type=[[0.0, 890.8901960784315]]}","{type=[[0.0, 890.8901960784315]]}","{type=[[0.0, 890.8901960784315]]}",
00000000000000000278,"{type=[[0.0, 893.788235294118]]}","{type=[[0.0, 837.8078431372552], [1.0, 55.98039215686275]]}","{type=[[0.0, 837.8078431372552], [1.0, 55.98039215686275]]}","{type=[[0.0, 267.36862745098045], [1.0, 626.4196078431373]]}","{type=[[0.0, 267.36862745098045], [1.0, 626.4196078431373]]}","{type=[[0.0, 321.1529411764707], [1.0, 572.6352941176472]]}",518055741,"{type=[[0.0, 893.788235294118]]}","{type=[[0.0, 891.5921568627454], [1.0, 2.196078431372549]]}","{type=[[0.0, 891.5921568627454], [1.0, 2.196078431372549]]}",
00000000000000000279,"{type=[[0.0, 888.3058823529414]]}","{type=[[0.0, 888.3058823529414]]}","{type=[[0.0, 888.3058823529414]]}","{type=[[0.0, 47.996078431372545], [1.0, 840.3098039215687]]}","{type=[[0.0, 47.996078431372545], [1.0, 840.3098039215687]]}","{type=[[0.0, 47.996078431372545], [1.0, 840.3098039215687]]}",517917963,"{type=[[0.0, 888.3058823529414]]}","{type=[[0.0, 888.3058823529414]]}","{type=[[0.0, 888.3058823529414]]}",
0000000000000000027a,"{type=[[0.0, 890.3372549019607], [1.0, 2.0]]}","{type=[[0.0, 865.035294117647], [1.0, 27.301960784313724]]}","{type=[[0.0, 867.035294117647], [1.0, 25.301960784313724]]}","{type=[[0.0, 24.729411764705883], [1.0, 867.6078431372549]]}","{type=[[0.0, 26.729411764705883], [1.0, 865.6078431372549]]}","{type=[[0.0, 52.03137254901961], [1.0, 840.3058823529412]]}",517977039,"{type=[[0.0, 892.3372549019607]]}","{type=[[0.0, 892.3372549019607]]}","{type=[[0.0, 892.3372549019607]]}",
0000000000000000027b,"{type=[[0.0, 893.2470588235292]]}","{type=[[0.0, 878.8745098039215], [1.0, 14.372549019607842]]}","{type=[[0.0, 878.8745098039215], [1.0, 14.372549019607842]]}","{type=[[0.0, 335.1490196078432], [1.0, 558.0980392156862]]}","{type=[[0.0, 335.1490196078432], [1.0, 558.0980392156862]]}","{type=[[0.0, 349.521568627451], [1.0, 543.7254901960785]]}",518016405,"{type=[[0.0, 893.2470588235292]]}","{type=[[0.0, 893.2470588235292]]}","{type=[[0.0, 893.2470588235292]]}",
0000000000000000027c,"{type=[[0.0, 884.4823529411758], [1.0, 10.0]]}","{type=[[0.0, 884.4823529411758], [1.0, 10.0]]}","{type=[[0.0, 894.4823529411758]]}","{type=[[0.0, 246.64705882352948], [1.0, 647.8352941176469]]}","{type=[[0.0, 256.64705882352945], [1.0, 637.8352941176469]]}","{type=[[0.0, 256.64705882352945], [1.0, 637.8352941176469]]}",517990144,"{type=[[0.0, 894.4823529411758]]}","{type=[[0.0, 894.4823529411758]]}","{type=[[0.0, 894.4823529411758]]}",
0000000000000000027d,"{type=[[0.0, 893.2627450980392]]}","{type=[[0.0, 893.2627450980392]]}","{type=[[0.0, 893.2627450980392]]}","{type=[[0.0, 513.2823529411764], [1.0, 379.98039215686276]]}","{type=[[0.0, 513.2823529411764], [1.0, 379.98039215686276]]}","{type=[[0.0, 513.2823529411764], [1.0, 379.98039215686276]]}",517931094,"{type=[[0.0, 893.2627450980392]]}","{type=[[0.0, 893.2627450980392]]}","{type=[[0.0, 893.2627450980392]]}",
0000000000000000027e,"{type=[[0.0, 896.0117647058826]]}","{type=[[0.0, 768.2078431372552], [1.0, 127.80392156862746]]}","{type=[[0.0, 768.2078431372552], [1.0, 127.80392156862746]]}","{type=[[0.0, 10.552941176470588], [1.0, 885.458823529412]]}","{type=[[0.0, 10.552941176470588], [1.0, 885.458823529412]]}","{type=[[0.0, 138.35686274509806], [1.0, 757.6549019607845]]}",518469110,"{type=[[0.0, 896.0117647058826]]}","{type=[[0.0, 896.0117647058826]]}","{type=[[0.0, 896.0117647058826]]}",
00000000000000000280,"{type=[[0.0, 909.9176470588236], [1.0, 1.8941176470588235]]}","{type=[[0.0, 909.9176470588236], [1.0, 1.8941176470588235]]}","{type=[[0.0, 911.8117647058825]]}","{type=[[0.0, 115.41960784313727], [1.0, 796.3921568627454]]}","{type=[[0.0, 117.3137254901961], [1.0, 794.4980392156865]]}","{type=[[0.0, 117.3137254901961], [1.0, 794.4980392156865]]}",519157894,"{type=[[0.0, 911.8117647058825]]}","{type=[[0.0, 911.8117647058825]]}","{type=[[0.0, 911.8117647058825]]}",
00000000000000000281,"{type=[[0.0, 911.6588235294115]]}","{type=[[0.0, 818.6745098039213], [1.0, 92.9843137254902]]}","{type=[[0.0, 818.6745098039213], [1.0, 92.9843137254902]]}","{type=[[0.0, 91.18039215686275], [1.0, 820.4784313725488]]}","{type=[[0.0, 91.18039215686275], [1.0, 820.4784313725488]]}","{type=[[0.0, 182.16470588235293], [1.0, 729.4941176470586]]}",519361280,"{type=[[0.0, 911.6588235294115]]}","{type=[[0.0, 909.6588235294116], [1.0, 2.0]]}","{type=[[0.0, 909.6588235294116], [1.0, 2.0]]}",
00000000000000000282,"{type=[[0.0, 917.5960784313727]]}","{type=[[0.0, 871.8156862745099], [1.0, 45.78039215686275]]}","{type=[[0.0, 871.8156862745099], [1.0, 45.78039215686275]]}","{type=[[0.0, 179.60784313725497], [1.0, 737.9882352941178]]}","{type=[[0.0, 179.60784313725497], [1.0, 737.9882352941178]]}","{type=[[0.0, 225.38823529411778], [1.0, 692.207843137255]]}",519302225,"{type=[[0.0, 917.5960784313727]]}","{type=[[0.0, 917.5960784313727]]}","{type=[[0.0, 917.5960784313727]]}",
00000000000000000283,"{type=[[0.0, 915.2549019607842]]}","{type=[[0.0, 855.2549019607842], [1.0, 60.0]]}","{type=[[0.0, 855.2549019607842], [1.0, 60.0]]}","{type=[[0.0, 17.788235294117644], [1.0, 897.4666666666665]]}","{type=[[0.0, 17.788235294117644], [1.0, 897.4666666666665]]}","{type=[[0.0, 77.78823529411765], [1.0, 837.4666666666666]]}",519315337,"{type=[[0.0, 915.2549019607842]]}","{type=[[0.0, 915.2549019607842]]}","{type=[[0.0, 915.2549019607842]]}",
00000000000000000284,"{type=[[0.0, 910.992156862745]]}","{type=[[0.0, 901.992156862745], [1.0, 9.0]]}","{type=[[0.0, 901.992156862745], [1.0, 9.0]]}","{type=[[0.0, 477.0745098039215], [1.0, 433.91764705882355]]}","{type=[[0.0, 477.0745098039215], [1.0, 433.91764705882355]]}","{type=[[0.0, 486.0745098039215], [1.0, 424.91764705882355]]}",519131622,"{type=[[0.0, 910.992156862745]]}","{type=[[0.0, 910.992156862745]]}","{type=[[0.0, 910.992156862745]]}",
00000000000000000285,"{type=[[0.0, 895.5686274509806], [1.0, 12.749019607843138]]}","{type=[[0.0, 893.6274509803923], [1.0, 14.690196078431372]]}","{type=[[0.0, 906.3764705882353], [1.0, 1.9411764705882353]]}","{type=[[0.0, 142.0], [1.0, 766.3176470588235]]}","{type=[[0.0, 154.74901960784314], [1.0, 753.5686274509803]]}","{type=[[0.0, 156.69019607843137], [1.0, 751.6274509803922]]}",519059450,"{type=[[0.0, 908.3176470588237]]}","{type=[[0.0, 908.3176470588237]]}","{type=[[0.0, 908.3176470588237]]}",
00000000000000000286,"{type=[[0.0, 917.372549019608]]}","{type=[[0.0, 903.4313725490197], [1.0, 13.941176470588236]]}","{type=[[0.0, 903.4313725490197], [1.0, 13.941176470588236]]}","{type=[[0.0, 30.670588235294115], [1.0, 886.7019607843138]]}","{type=[[0.0, 30.670588235294115], [1.0, 886.7019607843138]]}","{type=[[0.0, 44.61176470588235], [1.0, 872.7607843137255]]}",519531849,"{type=[[0.0, 917.372549019608]]}","{type=[[0.0, 917.372549019608]]}","{type=[[0.0, 917.372549019608]]}",
00000000000000000287,"{type=[[0.0, 916.9411764705881]]}","{type=[[0.0, 911.4588235294116], [1.0, 5.482352941176471]]}","{type=[[0.0, 911.4588235294116], [1.0, 5.482352941176471]]}","{type=[[0.0, 106.70980392156864], [1.0, 810.2313725490196]]}","{type=[[0.0, 106.70980392156864], [1.0, 810.2313725490196]]}","{type=[[0.0, 112.19215686274511], [1.0, 804.7490196078431]]}",519689292,"{type=[[0.0, 916.9411764705881]]}","{type=[[0.0, 916.9411764705881]]}","{type=[[0.0, 916.9411764705881]]}",
00000000000000000288,"{type=[[0.0, 924.0196078431371]]}","{type=[[0.0, 913.0196078431371], [1.0, 11.0]]}","{type=[[0.0, 913.0196078431371], [1.0, 11.0]]}","{type=[[0.0, 108.36470588235296], [1.0, 815.6549019607843]]}","{type=[[0.0, 108.36470588235296], [1.0, 815.6549019607843]]}","{type=[[0.0, 119.36470588235296], [1.0, 804.6549019607843]]}",519708978,"{type=[[0.0, 924.0196078431371]]}","{type=[[0.0, 924.0196078431371]]}","{type=[[0.0, 924.0196078431371]]}",
00000000000000000289,"{type=[[0.0, 924.0117647058826]]}","{type=[[0.0, 924.0117647058826]]}","{type=[[0.0, 924.0117647058826]]}","{type=[[0.0, 924.0117647058826]]}","{type=[[0.0, 924.0117647058826]]}","{type=[[0.0, 924.0117647058826]]}",519754905,"{type=[[0.0, 924.0117647058826]]}","{type=[[0.0, 924.0117647058826]]}","{type=[[0.0, 924.0117647058826]]}",
0000000000000000028a,"{type=[[0.0, 925.1803921568622]]}","{type=[[0.0, 922.4784313725486], [1.0, 2.701960784313725]]}","{type=[[0.0, 922.4784313725486], [1.0, 2.701960784313725]]}","{type=[[0.0, 136.42745098039214], [1.0, 788.75294117647]]}","{type=[[0.0, 136.42745098039214], [1.0, 788.75294117647]]}","{type=[[0.0, 139.12941176470588], [1.0, 786.0509803921562]]}",519813966,"{type=[[0.0, 925.1803921568622]]}","{type=[[0.0, 925.1803921568622]]}","{type=[[0.0, 925.1803921568622]]}",
0000000000000000028c,"{type=[[0.0, 868.7372549019607], [1.0, 46.0]]}","{type=[[0.0, 777.1647058823529], [1.0, 137.57254901960783]]}","{type=[[0.0, 823.1647058823528], [1.0, 91.57254901960782]]}","{type=[[0.0, 332.4784313725491], [1.0, 582.2588235294119]]}","{type=[[0.0, 378.47843137254904], [1.0, 536.2588235294119]]}","{type=[[0.0, 470.0509803921569], [1.0, 444.68627450980387]]}",519564682,"{type=[[0.0, 914.7372549019607]]}","{type=[[0.0, 914.7372549019607]]}","{type=[[0.0, 914.7372549019607]]}",
0000000000000000028d,"{type=[[0.0, 922.9686274509806]]}","{type=[[0.0, 922.9686274509806]]}","{type=[[0.0, 922.9686274509806]]}","{type=[[0.0, 535.513725490196], [1.0, 387.45490196078424]]}","{type=[[0.0, 535.513725490196], [1.0, 387.45490196078424]]}","{type=[[0.0, 535.513725490196], [1.0, 387.45490196078424]]}",519741835,"{type=[[0.0, 922.9686274509806]]}","{type=[[0.0, 922.9686274509806]]}","{type=[[0.0, 922.9686274509806]]}",
0000000000000000028e,"{type=[[0.0, 804.9450980392156], [1.0, 117.98823529411764]]}","{type=[[0.0, 783.592156862745], [1.0, 139.34117647058824]]}","{type=[[0.0, 891.270588235294], [1.0, 31.662745098039217]]}","{type=[[0.0, 56.98823529411765], [1.0, 865.9450980392155]]}","{type=[[0.0, 174.97647058823532], [1.0, 747.956862745098]]}","{type=[[0.0, 196.32941176470587], [1.0, 726.6039215686274]]}",519951783,"{type=[[0.0, 922.9333333333332]]}","{type=[[0.0, 922.9333333333332]]}","{type=[[0.0, 912.6235294117647], [1.0, 10.309803921568623]]}",
0000000000000000028f,"{type=[[0.0, 889.5607843137252], [1.0, 30.576470588235292]]}","{type=[[0.0, 859.3137254901958], [1.0, 60.8235294117647]]}","{type=[[0.0, 889.890196078431], [1.0, 30.24705882352941]]}","{type=[[0.0, 133.0980392156863], [1.0, 787.0392156862745]]}","{type=[[0.0, 163.6745098039216], [1.0, 756.4627450980391]]}","{type=[[0.0, 193.92156862745102], [1.0, 726.2156862745096]]}",519558127,"{type=[[0.0, 920.1372549019604]]}","{type=[[0.0, 920.1372549019604]]}","{type=[[0.0, 920.1372549019604]]}",
00000000000000000290,"{type=[[0.0, 905.9254901960784], [1.0, 4.349019607843137]]}","{type=[[0.0, 871.9254901960784], [1.0, 38.34901960784315]]}","{type=[[0.0, 876.2745098039214], [1.0, 34.0]]}","{type=[[0.0, 230.9058823529412], [1.0, 679.3686274509803]]}","{type=[[0.0, 235.25490196078437], [1.0, 675.0196078431372]]}","{type=[[0.0, 267.25490196078437], [1.0, 643.0196078431372]]}",519111984,"{type=[[0.0, 910.2745098039214]]}","{type=[[0.0, 908.2745098039215], [1.0, 2.0]]}","{type=[[0.0, 908.2745098039215], [1.0, 2.0]]}",
00000000000000000291,"{type=[[0.0, 891.4549019607844], [1.0, 20.0]]}","{type=[[0.0, 780.2470588235293], [1.0, 131.20784313725488]]}","{type=[[0.0, 800.2470588235293], [1.0, 111.2078431372549]]}","{type=[[0.0, 116.76470588235294], [1.0, 794.6901960784312]]}","{type=[[0.0, 136.76470588235293], [1.0, 774.6901960784312]]}","{type=[[0.0, 247.97254901960784], [1.0, 663.4823529411764]]}",519171037,"{type=[[0.0, 911.4549019607844]]}","{type=[[0.0, 911.4549019607844]]}","{type=[[0.0, 911.4549019607844]]}",
00000000000000000292,"{type=[[0.0, 912.5882352941178]]}","{type=[[0.0, 889.6705882352943], [1.0, 22.917647058823533]]}","{type=[[0.0, 889.6705882352943], [1.0, 22.917647058823533]]}","{type=[[0.0, 26.372549019607842], [1.0, 886.21568627451]]}","{type=[[0.0, 26.372549019607842], [1.0, 886.21568627451]]}","{type=[[0.0, 49.29019607843138], [1.0, 863.2980392156863]]}",519571286,"{type=[[0.0, 912.5882352941178]]}","{type=[[0.0, 912.5882352941178]]}","{type=[[0.0, 912.5882352941178]]}",
00000000000000000293,"{type=[[0.0, 913.0627450980393], [1.0, 6.0]]}","{type=[[0.0, 902.5254901960784], [1.0, 16.537254901960786]]}","{type=[[0.0, 908.5254901960785], [1.0, 10.537254901960784]]}","{type=[[0.0, 48.06666666666667], [1.0, 870.9960784313726]]}","{type=[[0.0, 54.06666666666667], [1.0, 864.9960784313726]]}","{type=[[0.0, 64.60392156862746], [1.0, 854.4588235294117]]}",519531920,"{type=[[0.0, 919.0627450980393]]}","{type=[[0.0, 919.0627450980393]]}","{type=[[0.0, 919.0627450980393]]}",
00000000000000000294,"{type=[[0.0, 919.2784313725487]]}","{type=[[0.0, 919.2784313725487]]}","{type=[[0.0, 919.2784313725487]]}","{type=[[0.0, 140.61568627450978], [1.0, 778.662745098039]]}","{type=[[0.0, 140.61568627450978], [1.0, 778.662745098039]]}","{type=[[0.0, 133.6549019607843], [1.0, 785.6235294117645]]}",519650035,"{type=[[0.0, 919.2784313725487]]}","{type=[[0.0, 912.3176470588232], [1.0, 6.96078431372549]]}","{type=[[0.0, 912.3176470588232], [1.0, 6.96078431372549]]}",
00000000000000000298,"{type=[[0.0, 901.4784313725489], [1.0, 21.63529411764706]]}","{type=[[0.0, 901.4784313725489], [1.0, 21.63529411764706]]}","{type=[[0.0, 923.113725490196]]}","{type=[[0.0, 41.16470588235294], [1.0, 881.9490196078431]]}","{type=[[0.0, 62.800000000000004], [1.0, 860.313725490196]]}","{type=[[0.0, 62.800000000000004], [1.0, 860.313725490196]]}",519925615,"{type=[[0.0, 923.113725490196]]}","{type=[[0.0, 923.113725490196]]}","{type=[[0.0, 923.113725490196]]}",
00000000000000000107,"{type=[[0.0, 894.2941176470587], [1.0, 5.670588235294117]]}","{type=[[0.0, 884.8549019607841], [1.0, 15.109803921568627]]}","{type=[[0.0, 890.5254901960783], [1.0, 9.43921568627451]]}","{type=[[0.0, 138.69019607843137], [1.0, 761.2745098039213]]}","{type=[[0.0, 144.36078431372553], [1.0, 755.6039215686272]]}","{type=[[0.0, 153.8], [1.0, 746.1647058823527]]}",518902296,"{type=[[0.0, 899.9647058823529]]}","{type=[[0.0, 899.9647058823529]]}","{type=[[0.0, 899.9647058823529]]}",
00000000000000000108,"{type=[[0.0, 889.7647058823532], [1.0, 18.482352941176472]]}","{type=[[0.0, 881.3960784313725], [1.0, 26.850980392156863]]}","{type=[[0.0, 899.878431372549], [1.0, 8.36862745098039]]}","{type=[[0.0, 43.847058823529416], [1.0, 864.4]]}","{type=[[0.0, 62.329411764705874], [1.0, 845.9176470588235]]}","{type=[[0.0, 70.69803921568628], [1.0, 837.549019607843]]}",519368135,"{type=[[0.0, 908.2470588235296]]}","{type=[[0.0, 908.2470588235296]]}","{type=[[0.0, 908.2470588235296]]}",
00000000000000000109,"{type=[[0.0, 913.0235294117651]]}","{type=[[0.0, 912.0235294117647], [1.0, 1.0]]}","{type=[[0.0, 912.0235294117647], [1.0, 1.0]]}","{type=[[0.0, 486.81568627450974], [1.0, 426.2078431372551]]}","{type=[[0.0, 486.81568627450974], [1.0, 426.2078431372551]]}","{type=[[0.0, 487.81568627450974], [1.0, 425.2078431372551]]}",519663365,"{type=[[0.0, 913.0235294117651]]}","{type=[[0.0, 913.0235294117651]]}","{type=[[0.0, 913.0235294117651]]}",
0000000000000000010a,"{type=[[0.0, 906.2588235294116], [1.0, 2.0]]}","{type=[[0.0, 906.2588235294116], [1.0, 2.0]]}","{type=[[0.0, 908.2588235294114]]}","{type=[[0.0, 57.462745098039214], [1.0, 850.7960784313723]]}","{type=[[0.0, 59.462745098039214], [1.0, 848.7960784313723]]}","{type=[[0.0, 59.462745098039214], [1.0, 848.7960784313723]]}",519374675,"{type=[[0.0, 908.2588235294114]]}","{type=[[0.0, 908.2588235294114]]}","{type=[[0.0, 908.2588235294114]]}",
0000000000000000010b,"{type=[[0.0, 908.6745098039212]]}","{type=[[0.0, 908.6745098039212]]}","{type=[[0.0, 908.6745098039212]]}","{type=[[0.0, 845.3490196078428], [1.0, 63.32549019607843]]}","{type=[[0.0, 845.3490196078428], [1.0, 63.32549019607843]]}","{type=[[0.0, 845.3490196078428], [1.0, 63.32549019607843]]}",519440259,"{type=[[0.0, 908.6745098039212]]}","{type=[[0.0, 908.6745098039212]]}","{type=[[0.0, 908.6745098039212]]}",
0000000000000000010c,"{type=[[0.0, 905.3960784313725]]}","{type=[[0.0, 905.3960784313725]]}","{type=[[0.0, 905.3960784313725]]}","{type=[[0.0, 905.3960784313725]]}","{type=[[0.0, 905.3960784313725]]}","{type=[[0.0, 905.3960784313725]]}",519204063,"{type=[[0.0, 905.3960784313725]]}","{type=[[0.0, 905.3960784313725]]}","{type=[[0.0, 905.3960784313725]]}",
0000000000000000010d,"{type=[[0.0, 906.6196078431371]]}","{type=[[0.0, 906.6196078431371]]}","{type=[[0.0, 906.6196078431371]]}","{type=[[0.0, 243.9529411764707], [1.0, 662.6666666666665]]}","{type=[[0.0, 243.9529411764707], [1.0, 662.6666666666665]]}","{type=[[0.0, 243.9529411764707], [1.0, 662.6666666666665]]}",519223750,"{type=[[0.0, 906.6196078431371]]}","{type=[[0.0, 906.6196078431371]]}","{type=[[0.0, 906.6196078431371]]}",
000000000000000001c1,"{type=[[0.0, 882.6705882352944], [1.0, 41.0]]}","{type=[[0.0, 876.6705882352944], [1.0, 47.0]]}","{type=[[0.0, 917.6705882352945], [1.0, 6.0]]}","{type=[[0.0, 27.419607843137253], [1.0, 896.2509803921571]]}","{type=[[0.0, 68.41960784313726], [1.0, 855.2509803921571]]}","{type=[[0.0, 74.41960784313726], [1.0, 849.2509803921571]]}",520188281,"{type=[[0.0, 923.6705882352945]]}","{type=[[0.0, 923.6705882352945]]}","{type=[[0.0, 923.6705882352945]]}",
000000000000000001c2,"{type=[[0.0, 919.2666666666664]]}","{type=[[0.0, 919.2666666666664]]}","{type=[[0.0, 924.4392156862743]]}","{type=[[0.0, 188.0823529411765], [1.0, 731.1843137254904]]}","{type=[[0.0, 189.9333333333334], [1.0, 734.5058823529413]]}","{type=[[0.0, 189.9333333333334], [1.0, 734.5058823529413]]}",520450745,"{type=[[0.0, 919.2666666666664]]}","{type=[[0.0, 919.2666666666664]]}","{type=[[0.0, 924.4392156862743]]}",
000000000000000001c4,"{type=[[0.0, 920.3490196078432]]}","{type=[[0.0, 920.3490196078432]]}","{type=[[0.0, 920.3490196078432]]}","{type=[[0.0, 352.0470588235294], [1.0, 568.3019607843138]]}","{type=[[0.0, 352.0470588235294], [1.0, 568.3019607843138]]}","{type=[[0.0, 352.0470588235294], [1.0, 568.3019607843138]]}",520194890,"{type=[[0.0, 920.3490196078432]]}","{type=[[0.0, 920.3490196078432]]}","{type=[[0.0, 920.3490196078432]]}",
000000000000000001c5,"{type=[[0.0, 895.9960784313729], [1.0, 8.345098039215687]]}","{type=[[0.0, 846.8039215686277], [1.0, 57.53725490196078]]}","{type=[[0.0, 865.1294117647062], [1.0, 51.21176470588235]]}","{type=[[0.0, 129.18823529411765], [1.0, 775.1529411764707]]}","{type=[[0.0, 137.53333333333333], [1.0, 778.807843137255]]}","{type=[[0.0, 186.72549019607843], [1.0, 729.6156862745099]]}",520116174,"{type=[[0.0, 904.3411764705887]]}","{type=[[0.0, 904.3411764705887]]}","{type=[[0.0, 914.3215686274509], [1.0, 2.019607843137255]]}",
000000000000000001c6,"{type=[[0.0, 895.2431372549023]]}","{type=[[0.0, 895.2431372549023]]}","{type=[[0.0, 918.4274509803925]]}","{type=[[0.0, 23.129411764705882], [1.0, 872.1137254901963]]}","{type=[[0.0, 23.129411764705882], [1.0, 895.2980392156866]]}","{type=[[0.0, 23.129411764705882], [1.0, 895.2980392156866]]}",520030877,"{type=[[0.0, 895.2431372549023]]}","{type=[[0.0, 895.2431372549023]]}","{type=[[0.0, 918.4274509803925]]}",
000000000000000001c7,"{type=[[0.0, 245.60784313725492]]}","{type=[[0.0, 245.60784313725492]]}","{type=[[0.0, 913.8941176470589]]}","{type=[[0.0, 1.0], [1.0, 244.60784313725492]]}","{type=[[0.0, 24.27058823529412], [1.0, 889.6235294117648]]}","{type=[[0.0, 24.27058823529412], [1.0, 889.6235294117648]]}",519939021,"{type=[[0.0, 245.60784313725492]]}","{type=[[0.0, 245.60784313725492]]}","{type=[[0.0, 913.8941176470589]]}",
000000000000000001c8,"{type=[[0.0, 870.0196078431376], [1.0, 43.0]]}","{type=[[0.0, 762.7450980392158], [1.0, 150.27450980392155]]}","{type=[[0.0, 805.7450980392158], [1.0, 107.27450980392157]]}","{type=[[0.0, 26.592156862745096], [1.0, 886.4274509803923]]}","{type=[[0.0, 69.59215686274511], [1.0, 843.4274509803925]]}","{type=[[0.0, 176.86666666666662], [1.0, 736.1529411764708]]}",519879966,"{type=[[0.0, 913.0196078431376]]}","{type=[[0.0, 913.0196078431376]]}","{type=[[0.0, 913.0196078431376]]}",
000000000000000001c9,"{type=[[0.0, 916.4745098039214]]}","{type=[[0.0, 912.4745098039214], [1.0, 4.0]]}","{type=[[0.0, 912.4745098039214], [1.0, 4.0]]}","{type=[[0.0, 63.0], [1.0, 853.4745098039214]]}","{type=[[0.0, 63.0], [1.0, 853.4745098039214]]}","{type=[[0.0, 67.0], [1.0, 849.4745098039214]]}",519873381,"{type=[[0.0, 916.4745098039214]]}","{type=[[0.0, 916.4745098039214]]}","{type=[[0.0, 916.4745098039214]]}",
000000000000000001ca,"{type=[[0.0, 909.5568627450982]]}","{type=[[0.0, 909.5568627450982]]}","{type=[[0.0, 911.5568627450982]]}","{type=[[0.0, 109.07450980392159], [1.0, 800.4823529411766]]}","{type=[[0.0, 111.07450980392159], [1.0, 800.4823529411766]]}","{type=[[0.0, 111.07450980392159], [1.0, 800.4823529411766]]}",519755269,"{type=[[0.0, 909.5568627450982]]}","{type=[[0.0, 909.5568627450982]]}","{type=[[0.0, 911.5568627450982]]}",
000000000000000001cb,"{type=[[0.0, 913.0823529411771], [1.0, 1.0588235294117647]]}","{type=[[0.0, 913.0823529411771], [1.0, 1.0588235294117647]]}","{type=[[0.0, 914.141176470589]]}","{type=[[0.0, 45.72941176470588], [1.0, 868.411764705883]]}","{type=[[0.0, 46.78823529411765], [1.0, 867.3529411764713]]}","{type=[[0.0, 46.78823529411765], [1.0, 867.3529411764713]]}",519669953,"{type=[[0.0, 914.141176470589]]}","{type=[[0.0, 914.141176470589]]}","{type=[[0.0, 914.141176470589]]}",
000000000000000001cc,"{type=[[0.0, 905.901960784314], [1.0, 6.0]]}","{type=[[0.0, 882.901960784314], [1.0, 29.0]]}","{type=[[0.0, 888.901960784314], [1.0, 23.0]]}","{type=[[0.0, 57.03529411764707], [1.0, 854.866666666667]]}","{type=[[0.0, 63.03529411764707], [1.0, 848.866666666667]]}","{type=[[0.0, 86.03529411764706], [1.0, 825.866666666667]]}",519558426,"{type=[[0.0, 911.901960784314]]}","{type=[[0.0, 911.901960784314]]}","{type=[[0.0, 911.901960784314]]}",
000000000000000001cd,"{type=[[0.0, 895.2666666666668], [1.0, 15.0]]}","{type=[[0.0, 889.2666666666668], [1.0, 21.0]]}","{type=[[0.0, 904.2666666666668], [1.0, 6.0]]}","{type=[[0.0, 13.098039215686274], [1.0, 897.1686274509805]]}","{type=[[0.0, 28.098039215686274], [1.0, 882.1686274509805]]}","{type=[[0.0, 34.09803921568628], [1.0, 876.1686274509805]]}",519729040,"{type=[[0.0, 910.2666666666668]]}","{type=[[0.0, 910.2666666666668]]}","{type=[[0.0, 910.2666666666668]]}",
000000000000000001ce,"{type=[[0.0, 905.3215686274506]]}","{type=[[0.0, 905.3215686274506]]}","{type=[[0.0, 905.3215686274506]]}","{type=[[0.0, 459.99215686274516], [1.0, 445.32941176470587]]}","{type=[[0.0, 459.99215686274516], [1.0, 445.32941176470587]]}","{type=[[0.0, 459.99215686274516], [1.0, 445.32941176470587]]}",519191013,"{type=[[0.0, 905.3215686274506]]}","{type=[[0.0, 905.3215686274506]]}","{type=[[0.0, 905.3215686274506]]}",
